"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact"
"242",9185,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture"
"243",9186,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"1.5","5","Agriculture"
"244",9187,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1","5","Agriculture"
"245",9188,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",20,"1.8","5","Agriculture"
"246",9189,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture"
"247",9190,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",25,"1.5","5","Looting"
"248",9191,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture"
"249",9192,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1","5","Agriculture"
"250",9193,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"45",45,"2.5","1","Construction"
"251",9194,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","1","Agriculture"
"252",9195,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.5","2","Agriculture"
"253",9196,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",35,"4","5","Looting"
"254",9197,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"0.8","5","Agriculture"
"255",9198,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"1","3","Looting"
"256",9199,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.5","5","Agriculture"
"257",9200,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"4","2","Looting"
"258",9201,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"5","2","Looting"
"259",9202,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"50",50,"4.5","2","Looting"
"260",9203,"Legacy verification","Burial Mound","Pasture","Perennial agriculture",2010-11-04,"50",50,"6","5","Looting"
"261",9204,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"25",25,"2","5","Construction"
"262",9205,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"35",35,"1.7","5","Agriculture"
"263",9206,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"7","1","Looting"
"264",9207,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"30",30,"3","3","None"
"265",9208,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"20",20,"1.5","5","Agriculture"
"266",9209,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-04,"30",30,"1.5","5","Agriculture"
"267",9210,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"20",20,"1.5","5","Agriculture"
"268",9211,"Survey","Burial Mound","Annual agriculture","Scrub",2010-11-04,"30",30,"2.5","1","Agriculture"
"269",9212,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"40",40,"2","3","Construction"
"270",9213,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-04,"35",35,"4","1","Agriculture"
"271",9214,NA,"Extinct Burial Mound","Annual agriculture","Pasture",2010-11-04,"40",40,"5","5",NA
"272",9215,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"25",25,"1","5","Agriculture"
"273",9216,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-04,"49",40,"5","2","Looting"
"274",9217,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-04,"25",25,"1.8","5","Agriculture"
"275",9218,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"50",50,"8","3","Looting"
"276",9219,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"25",25,"3","3","Looting"
"277",9220,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"30",30,"3","1","Construction"
"278",9222,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"20",20,"2","3","Looting"
"279",9223,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"15",15,"1.5","4","Looting"
"280",9224,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"20",20,"1.5","3","None"
"281",9225,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"15",15,"1","2","None"
"282",9226,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-04,"20",20,"1.5","3","Looting"
"283",9227,"Survey","Burial Mound","Pasture","Pasture",2010-11-04,"35",35,"4","5","Looting"
"284",9228,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"20",20,"2","5","Agriculture"
"285",9229,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"50",50,"1","3","Looting"
"286",9230,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-05,"25",30,"2","4","Looting"
"287",9231,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"0.5","5","Looting"
"288",9232,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"20",15,"1.5","4","Looting"
"289",9233,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-05,"25",25,"1.5","5","Looting"
"290",9234,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-05,"15",20,"0.5","5","Agriculture"
"291",9235,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-05,"35",40,"3.5","5","Looting"
"292",9236,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"30",30,"2","5","Looting"
"293",9237,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"1.5","4","Looting"
"294",9238,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"25",25,"2","4","Looting"
"295",9239,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"20",20,"1.5","4","Looting"
"296",9240,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"35",35,"3","4","Looting"
"297",9241,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"15",15,"0.5","4","Looting"
"298",9242,"Survey","Uncertain Mound","Pasture","Scrub",2010-11-05,"10",10,"0.5","2","unspecified"
"299",9243,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"25",25,"2","5","Looting"
"300",9244,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"20",15,"0.5","5","Looting"
"301",9245,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"30",30,"3","4","Construction"
"302",9246,"Survey","Burial Mound","Pasture","Scrub",2010-11-05,"20",20,"2","4","Looting"
"303",9247,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-05,"35",35,"4","2","Looting"
"304",9248,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-06,"20",30,"2.5","2","Construction"
"305",9249,"Survey","Burial Mound","Annual agriculture","Pasture",2010-11-06,"15",15,"2","3","Looting"
"306",9250,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"30",30,"3","2","Looting"
"307",9251,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-06,"30",30,"2","4","Looting"
"308",9252,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-06,"30",30,"3","4","Looting"
"309",9253,"Survey","Burial Mound","Forest","Scrub",2010-11-06,"25",25,"3","5","Looting"
"310",9254,"Survey","Burial Mound","Forest","Scrub",2010-11-06,"20",20,"0.5","5","Looting"
"311",9255,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"25",25,"1.7","5","Agriculture"
"312",9256,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"35",35,"1","5","Agriculture"
"313",9257,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-07,"30",30,"2.5","3","Looting"
"314",9258,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"2.5","5","Agriculture"
"315",9259,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"2","5","Construction (military activity)"
"316",9261,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"35",40,"3","4","Looting"
"317",9262,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture"
"318",9263,"Survey","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"3","2","Looting"
"319",9264,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","3","Looting"
"320",9265,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","2","Looting"
"321",9266,"Survey","Burial Mound","Pasture","Pasture",NA,"30",30,"2","2","Looting"
"322",9267,"Survey","Uncertain Mound","Pasture","Pasture",NA,"20",20,"1","5","Looting"
"323",9268,"Survey","Uncertain Mound","Annual agriculture","Pasture",NA,"35",35,"1","5","Agriculture"
"324",9269,"Survey","Uncertain Mound","Annual agriculture","Pasture",NA,"40",40,"1","5","Agriculture"
"325",9270,"Survey","Burial Mound","Pasture","Pasture",NA,"20",20,"1.5","2","Agriculture"
"326",9271,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",20,"1","5","Agriculture"
"327",9272,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",25,"2.5","4","Looting"
"328",9273,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"25",25,"2.5","3","Looting"
"329",9274,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"45",45,"5","1","None"
"330",9275,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.5","5","Agriculture"
"331",9276,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"0.7","5","Agriculture"
"332",9277,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1.2","5","Agriculture"
"333",9278,"Survey","Uncertain Mound","Pasture","Pasture",NA,"30",30,"1","5","Agriculture"
"334",9279,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture"
"335",9280,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"5","2","None"
"336",9281,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","2","Looting"
"337",9282,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",14,"0.5","5","Agriculture"
"338",9283,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"2","5","Agriculture"
"339",9284,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1.5","5","Agriculture"
"340",9285,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"30",35,"2","5","Agriculture"
"341",9286,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",30,"7","2","Looting"
"342",9287,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.5","2","Looting"
"343",9288,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1","5","Agriculture"
"344",9289,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.5","5","Agriculture"
"345",9290,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"20",20,"0.8","5","Agriculture"
"346",9291,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"35",35,"2.5","3","Looting"
"347",9292,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",15,"0.5","5","Agriculture"
"348",9293,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"1","5","Agriculture"
"349",9300,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"40",40,"0.4","5","Agriculture"
"350",9301,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-05,"25",25,"0.5","5","Agriculture"
"351",9302,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"20",10,"0.5","5",NA
"352",9303,NA,"Extinct Burial Mound","Annual agriculture","Pasture",2010-11-06,"30",20,"1","4",NA
"353",9304,NA,"Extinct Burial Mound","Pasture","Pasture",2010-11-06,"35",25,"1.5","2",NA
"354",9305,NA,"Burial Mound","Scrub","Scrub",2010-11-06,"25",25,"1.8","3",NA
"355",9306,NA,"Burial Mound","Scrub","Scrub",2010-11-06,"30",30,"2.5","3",NA
"356",9307,NA,"Burial Mound","Annual agriculture","Scrub",2010-11-06,"30",30,"3.1","1",NA
"357",9308,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"45",45,"4.5","1",NA
"358",9309,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"50",50,"5","2",NA
"359",9310,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"60",60,"5","3",NA
"360",9311,NA,"Burial Mound","Scrub","Pasture",2010-11-06,"30",30,"3","4",NA
"361",9312,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-06,"40",35,"4","3",NA
"362",9313,NA,"Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-06,"30",30,"0.5","5",NA
"363",9314,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"30",30,"2","5","Looting"
"364",9315,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",20,"1","2","Looting"
"365",9316,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"2","2","Looting"
"366",9317,"Survey","Burial Mound","Pasture","Pasture",NA,"20",20,"1.5","1","Construction"
"367",9318,"Survey","Uncertain Mound","Pasture","Pasture",NA,"25",25,"0.5","5","Construction (military activity)"
"368",9319,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"15",15,"1","3","Agriculture"
"369",9320,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",NA,"30",15,"0.5","4","Construction"
"370",9321,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","3","Looting"
"371",9322,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",40,"4","1","Looting"
"372",9323,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"0.4","5","Agriculture"
"373",9324,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.8","3","Agriculture"
"374",9325,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"10",10,"0.5","5","Looting"
"375",9326,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",25,"3","1","Looting"
"376",9332,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-11,"40",40,"4","5","Looting"
"377",9334,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"40",20,"1.9","4","Agriculture"
"378",9335,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-11,"20",25,"1","5","Agriculture"
"379",9336,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"30",40,"0.8","5","Agriculture"
"380",9337,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-11,"40",30,"0.5","5","Agriculture"
"381",9340,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-11,"20",20,"1","5","Bioturbation (forest)"
"382",9341,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-11,"40",40,"4","4","Looting"
"383",9342,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",30,"1.7","4","Agriculture"
"384",9343,"Survey","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.5","4","Agriculture"
"385",9344,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.5","2","Looting"
"386",9345,"Survey","Burial Mound","Pasture","Pasture",2010-11-12,"10",10,"1.5","4","Looting"
"387",9346,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"40",50,"2","3","Agriculture"
"388",9347,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",40,"2.5","1","None"
"389",9348,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"30",30,"1.7","1","None"
"390",9349,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",40,"2.5","2","Looting"
"391",9350,"Survey","Burial Mound","Pasture","Scrub",2010-11-12,"35",35,"4.5","4","Looting"
"392",9351,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-12,"40",50,"3","2","Looting"
"393",9352,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"30",35,"1.5","5","Agriculture"
"394",9353,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-12,"15",15,"0","5","Agriculture"
"395",9354,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-12,"20",10,"0","5","Agriculture"
"396",9355,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"30",25,"1","4","Agriculture"
"397",9356,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-12,"20",30,"0.5","4","Agriculture"
"398",9357,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-17,"40",40,"1","5","Excavation"
"399",9358,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-17,"35",35,"2","4","Looting"
"400",9359,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-17,"30",30,"2","2","Looting"
"401",9360,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-17,"70",70,"14","4","Excavation"
"402",9362,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"40",40,"2.5","5","Excavation"
"403",9361,"Survey","Burial Mound","Pasture","Pasture",2010-11-17,"35",25,"2","4","Looting"
"404",9363,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"25",25,"1.5","1","None"
"405",9364,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-17,"35",35,"2","1","None"
"406",9365,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"2.5","5","Looting"
"407",9366,"Survey","Burial Mound","Pasture","Pasture",2010-11-18,"25",25,"1","1","None"
"408",9367,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",35,"1","2","Agriculture"
"409",9368,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-18,"25",20,"0.5","2","Agriculture"
"410",9369,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",35,"1","3","Agriculture"
"411",9370,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",40,"1.6","2","Agriculture"
"412",9371,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-18,"40",30,"2","1","None"
"413",9372,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"0.5","5","unspecified"
"414",9373,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"30",30,"1","4","Agriculture"
"415",9374,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"35",35,"3","3","Looting"
"416",9375,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-18,"30",30,"2","5","Looting"
"417",9376,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",20,"0.5","5","Agriculture"
"418",9377,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"40",40,"0.5","2","Agriculture"
"419",9378,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"30",30,"0.5","1","None"
"420",9379,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",25,"1.5","1","Agriculture"
"421",9380,"Survey","Burial Mound","Pasture","Scrub",2010-11-18,"30",30,"4","1","Looting"
"422",9381,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-18,"45",45,"5","1","Bioturbation"
"423",9382,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"50",50,"6","1","Looting"
"424",9383,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"30",30,"1.5","2","Agriculture"
"425",9385,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"40",40,"2","1","Looting"
"426",9386,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",25,"1","2","Agriculture"
"427",9387,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"25",20,"1.7","1","Looting"
"428",9388,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"40",40,"0.5","5","Agriculture"
"429",9452,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-18,"25",25,"1.7","1","None"
"430",9389,NA,"Burial Mound","Annual agriculture","Scrub",2010-11-18,"15",15,"1.5","5",NA
"431",9390,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-18,"35",35,"1","5","Agriculture"
"432",9391,"Survey","Uncertain Mound","Annual agriculture","Annual agriculture",2010-11-18,"20",15,"0.5","5","Agriculture"
"433",9392,"Survey","Burial Mound","Pasture","Pasture",2010-11-18,"15",15,"1","1","Agriculture"
"434",9401,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"30",30,"1","5","Agriculture"
"435",9402,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"35",35,"1.5","5","Agriculture"
"436",9403,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",25,"1.7","5","Agriculture"
"437",9404,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"20",20,"1.5","4","Looting"
"438",9405,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"25",25,"1","5","Agriculture"
"439",9406,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"50",30,"1.5","5","Agriculture"
"440",9407,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"35",20,"2","5","Construction"
"441",9409,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"30",30,"2","2","Agriculture"
"442",9410,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"10",25,"3.5","5","Looting"
"443",9411,"Survey","Burial Mound","Scrub","Scrub",2010-11-07,"15",15,"1.5","2","Nodata"
"444",9412,"Survey","Burial Mound","Scrub","Pasture",2010-11-07,"25",25,"3.5","2","Nodata"
"445",9413,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"20",20,"3","1","None"
"446",9414,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"1","1","None"
"447",9415,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"25",25,"1","5","Agriculture"
"448",9416,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",20,"2","3","Agriculture"
"449",9417,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"2","4","Looting"
"450",9418,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"50",50,"6","2","Looting"
"451",9419,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-07,"25",25,"4.5","2","Nodata"
"452",9420,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"30",30,"3.5","1","Nodata"
"453",9421,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"1","1","None"
"454",9422,"Survey","Uncertain Mound","Pasture","Pasture",2010-11-07,"15",15,"1","1","Looting"
"455",9423,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"60",60,"12","1","Nodata"
"456",9424,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"10",10,"2 acc to topomap","5","Nodata"
"457",9425,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",20,"0.5","5","Agriculture"
"458",9426,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"40",40,"0.7","5","Agriculture"
"459",9427,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-08,"23",23,"3 acc to topomap","6","Agriculture"
"460",9428,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-08,NA,NA,NA,"6","Agriculture"
"461",9430,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-10,"10",10,"2?3? acc to atlas","5","Looting"
"462",9431,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-10,"20",20,"2","5","Looting"
"463",9432,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-10,"30",30,"2.5","1",NA
"464",9433,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-10,"30",30,"3.5","2",NA
"465",9434,NA,"Burial Mound","Annual agriculture","Annual agriculture",2010-11-10,"25",20,"1.5","5",NA
"466",9435,NA,"Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-10,"40",40,"1","5",NA
"467",9436,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-10,"40",40,"4","3",NA
"468",9437,NA,"Burial Mound","Annual agriculture","Annual agriculture",2010-11-10,"40",40,"1.7","2",NA
"469",9438,NA,"Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-10,"10",10,"0.1","5",NA
"470",9440,NA,"Burial Mound","Annual agriculture","Pasture",2010-11-12,"50",50,"5","1",NA
"471",9442,"Legacy verification","Burial Mound","Forest","Scrub",NA,"40",40,"1.5","2","Looting"
"472",9443,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-17,"25",25,"2","3","Looting"
"473",9444,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-17,"40",40,"2","2","Looting"
"474",9445,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"20",20,"1.5","4","Agriculture"
"475",9446,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"40",40,"5","2","Looting"
"476",9447,"Survey","Burial Mound","Annual agriculture","Scrub",2010-11-17,"25",25,"0.5","5","Agriculture"
"477",9448,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"20",20,"2","4","Looting"
"478",9449,"Survey","Uncertain Mound","Pasture","Scrub",NA,"20",20,"2","1","Construction (military activity)"
"479",9450,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"25",25,"2","3","Looting"
"480",9451,"Survey","Burial Mound","Pasture","Scrub",NA,"20",20,"1","5","Looting"
"481",9484,NA,"Burial Mound",NA,NA,2010-11-18,"25",35,"2","3",NA
"482",9339,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-11,"20",20,"1.5","2","Looting"
"483",9500,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"70",55,"1.6","4 - seriously damaged","Agriculture"
"484",9501,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",25,"0.8","3 - damaged","Agriculture"
"485",9502,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"45",40,"1.3","3 - damaged","Agriculture"
"486",9503,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",30,"1","3 - damaged","Agriculture"
"487",9504,"Legacy verification","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"30",25,"1.8","4 - seriously damaged","Agriculture"
"488",9505,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",30,"2","3 - damaged","Agriculture"
"489",9506,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"40",35,"5","2 - minor damage","Animal activity"
"490",9507,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",30,"3","2 - minor damage","Looting"
"491",9508,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",12,"1.6","4 - seriously damaged","Looting"
